question,answer
"What is the price of Potato in Pataudi market of Gurgaon, Haryana?","Commodity: Potato
Variety: Other
State: Haryana
District: Gurgaon
Market: Pataudi
Arrival Date: 04/03/2019
Minimum Price: ₹600
Maximum Price: ₹700
Modal Price: ₹650"
"What is the price of Raddish in Pataudi market of Gurgaon, Haryana?","Commodity: Raddish
Variety: Other
State: Haryana
District: Gurgaon
Market: Pataudi
Arrival Date: 04/03/2019
Minimum Price: ₹500
Maximum Price: ₹1000
Modal Price: ₹750"
"What is the price of Spinach in Pataudi market of Gurgaon, Haryana?","Commodity: Spinach
Variety: Other
State: Haryana
District: Gurgaon
Market: Pataudi
Arrival Date: 04/03/2019
Minimum Price: ₹500
Maximum Price: ₹1000
Modal Price: ₹750"
"What is the price of Tinda in Pataudi market of Gurgaon, Haryana?","Commodity: Tinda
Variety: Other
State: Haryana
District: Gurgaon
Market: Pataudi
Arrival Date: 04/03/2019
Minimum Price: ₹1500
Maximum Price: ₹1600
Modal Price: ₹1550"
"What is the price of Tomato in Pataudi market of Gurgaon, Haryana?","Commodity: Tomato
Variety: Other
State: Haryana
District: Gurgaon
Market: Pataudi
Arrival Date: 04/03/2019
Minimum Price: ₹1200
Maximum Price: ₹1800
Modal Price: ₹1500"
"What is the price of Potato in Pipli market of Kurukshetra, Haryana?","Commodity: Potato
Variety: Badshah
State: Haryana
District: Kurukshetra
Market: Pipli
Arrival Date: 04/03/2019
Minimum Price: ₹100
Maximum Price: ₹400
Modal Price: ₹296"
"What is the price of Apple in Taura market of Mewat, Haryana?","Commodity: Apple
Variety: Other
State: Haryana
District: Mewat
Market: Taura
Arrival Date: 04/03/2019
Minimum Price: ₹8000
Maximum Price: ₹8000
Modal Price: ₹8000"
"What is the price of Banana in Taura market of Mewat, Haryana?","Commodity: Banana
Variety: Other
State: Haryana
District: Mewat
Market: Taura
Arrival Date: 04/03/2019
Minimum Price: ₹2000
Maximum Price: ₹2000
Modal Price: ₹2000"
"What is the price of Ber(Zizyphus/Borehannu) in Taura market of Mewat, Haryana?","Commodity: Ber(Zizyphus/Borehannu)
Variety: Other
State: Haryana
District: Mewat
Market: Taura
Arrival Date: 04/03/2019
Minimum Price: ₹1200
Maximum Price: ₹1300
Modal Price: ₹1300"
"What is the price of Bhindi(Ladies Finger) in Taura market of Mewat, Haryana?","Commodity: Bhindi(Ladies Finger)
Variety: Bhindi
State: Haryana
District: Mewat
Market: Taura
Arrival Date: 04/03/2019
Minimum Price: ₹6000
Maximum Price: ₹6000
Modal Price: ₹6000"
"What is the price of Carrot in Taura market of Mewat, Haryana?","Commodity: Carrot
Variety: Carrot
State: Haryana
District: Mewat
Market: Taura
Arrival Date: 04/03/2019
Minimum Price: ₹600
Maximum Price: ₹700
Modal Price: ₹700"
"What is the price of Chikoos(Sapota) in Taura market of Mewat, Haryana?","Commodity: Chikoos(Sapota)
Variety: Other
State: Haryana
District: Mewat
Market: Taura
Arrival Date: 04/03/2019
Minimum Price: ₹3000
Maximum Price: ₹3500
Modal Price: ₹3500"
"What is the price of Cucumbar(Kheera) in Taura market of Mewat, Haryana?","Commodity: Cucumbar(Kheera)
Variety: Other
State: Haryana
District: Mewat
Market: Taura
Arrival Date: 04/03/2019
Minimum Price: ₹3000
Maximum Price: ₹3000
Modal Price: ₹3000"
"What is the price of Ginger(Green) in Taura market of Mewat, Haryana?","Commodity: Ginger(Green)
Variety: Other
State: Haryana
District: Mewat
Market: Taura
Arrival Date: 04/03/2019
Minimum Price: ₹9000
Maximum Price: ₹9000
Modal Price: ₹9000"
"What is the price of Grapes in Taura market of Mewat, Haryana?","Commodity: Grapes
Variety: Other
State: Haryana
District: Mewat
Market: Taura
Arrival Date: 04/03/2019
Minimum Price: ₹3000
Maximum Price: ₹3000
Modal Price: ₹3000"
"What is the price of Kinnow in Taura market of Mewat, Haryana?","Commodity: Kinnow
Variety: Other
State: Haryana
District: Mewat
Market: Taura
Arrival Date: 04/03/2019
Minimum Price: ₹1500
Maximum Price: ₹1500
Modal Price: ₹1500"
"What is the price of Orange in Taura market of Mewat, Haryana?","Commodity: Orange
Variety: Other
State: Haryana
District: Mewat
Market: Taura
Arrival Date: 04/03/2019
Minimum Price: ₹3000
Maximum Price: ₹3000
Modal Price: ₹3000"
"What is the price of Pomegranate in Taura market of Mewat, Haryana?","Commodity: Pomegranate
Variety: Other
State: Haryana
District: Mewat
Market: Taura
Arrival Date: 04/03/2019
Minimum Price: ₹5000
Maximum Price: ₹5000
Modal Price: ₹5000"
"What is the price of Potato in Taura market of Mewat, Haryana?","Commodity: Potato
Variety: Potato
State: Haryana
District: Mewat
Market: Taura
Arrival Date: 04/03/2019
Minimum Price: ₹700
Maximum Price: ₹700
Modal Price: ₹700"
"What is the price of Raddish in Taura market of Mewat, Haryana?","Commodity: Raddish
Variety: Other
State: Haryana
District: Mewat
Market: Taura
Arrival Date: 04/03/2019
Minimum Price: ₹800
Maximum Price: ₹800
Modal Price: ₹800"
"What is the price of Tomato in Taura market of Mewat, Haryana?","Commodity: Tomato
Variety: Tomato
State: Haryana
District: Mewat
Market: Taura
Arrival Date: 04/03/2019
Minimum Price: ₹1500
Maximum Price: ₹1500
Modal Price: ₹1500"
"What is the price of Cauliflower in Madlauda market of Panipat, Haryana?","Commodity: Cauliflower
Variety: Cauliflower
State: Haryana
District: Panipat
Market: Madlauda
Arrival Date: 04/03/2019
Minimum Price: ₹800
Maximum Price: ₹800
Modal Price: ₹800"
"What is the price of Onion in Madlauda market of Panipat, Haryana?","Commodity: Onion
Variety: Other
State: Haryana
District: Panipat
Market: Madlauda
Arrival Date: 04/03/2019
Minimum Price: ₹1500
Maximum Price: ₹1500
Modal Price: ₹1500"
"What is the price of Potato in Madlauda market of Panipat, Haryana?","Commodity: Potato
Variety: Other
State: Haryana
District: Panipat
Market: Madlauda
Arrival Date: 04/03/2019
Minimum Price: ₹1000
Maximum Price: ₹1000
Modal Price: ₹1000"
"What is the price of Tomato in Madlauda market of Panipat, Haryana?","Commodity: Tomato
Variety: Other
State: Haryana
District: Panipat
Market: Madlauda
Arrival Date: 04/03/2019
Minimum Price: ₹1500
Maximum Price: ₹1500
Modal Price: ₹1500"
"What is the price of Apple in Kangra(Jaisinghpur) market of Kangra, Himachal Pradesh?","Commodity: Apple
Variety: Apple
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jaisinghpur)
Arrival Date: 04/03/2019
Minimum Price: ₹7000
Maximum Price: ₹7500
Modal Price: ₹7500"
"What is the price of Bottle gourd in Kangra(Jaisinghpur) market of Kangra, Himachal Pradesh?","Commodity: Bottle gourd
Variety: Bottle Gourd
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jaisinghpur)
Arrival Date: 04/03/2019
Minimum Price: ₹2600
Maximum Price: ₹3000
Modal Price: ₹2800"
"What is the price of Brinjal in Kangra(Jaisinghpur) market of Kangra, Himachal Pradesh?","Commodity: Brinjal
Variety: Brinjal
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jaisinghpur)
Arrival Date: 04/03/2019
Minimum Price: ₹2400
Maximum Price: ₹2600
Modal Price: ₹2500"
"What is the price of Cabbage in Kangra(Jaisinghpur) market of Kangra, Himachal Pradesh?","Commodity: Cabbage
Variety: Cabbage
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jaisinghpur)
Arrival Date: 04/03/2019
Minimum Price: ₹700
Maximum Price: ₹900
Modal Price: ₹800"
"What is the price of Capsicum in Kangra(Jaisinghpur) market of Kangra, Himachal Pradesh?","Commodity: Capsicum
Variety: Capsicum
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jaisinghpur)
Arrival Date: 04/03/2019
Minimum Price: ₹4500
Maximum Price: ₹5000
Modal Price: ₹4800"
"What is the price of Carrot in Kangra(Jaisinghpur) market of Kangra, Himachal Pradesh?","Commodity: Carrot
Variety: Carrot
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jaisinghpur)
Arrival Date: 04/03/2019
Minimum Price: ₹900
Maximum Price: ₹1000
Modal Price: ₹1000"
"What is the price of Cauliflower in Kangra(Jaisinghpur) market of Kangra, Himachal Pradesh?","Commodity: Cauliflower
Variety: Cauliflower
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jaisinghpur)
Arrival Date: 04/03/2019
Minimum Price: ₹900
Maximum Price: ₹1100
Modal Price: ₹1000"
"What is the price of Coriander(Leaves) in Kangra(Jaisinghpur) market of Kangra, Himachal Pradesh?","Commodity: Coriander(Leaves)
Variety: Coriander
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jaisinghpur)
Arrival Date: 04/03/2019
Minimum Price: ₹2500
Maximum Price: ₹2500
Modal Price: ₹2500"
"What is the price of Kinnow in Kangra(Jaisinghpur) market of Kangra, Himachal Pradesh?","Commodity: Kinnow
Variety: Kinnow
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jaisinghpur)
Arrival Date: 04/03/2019
Minimum Price: ₹2000
Maximum Price: ₹2400
Modal Price: ₹2200"
"What is the price of Peas Wet in Kangra(Jaisinghpur) market of Kangra, Himachal Pradesh?","Commodity: Peas Wet
Variety: Peas Wet
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jaisinghpur)
Arrival Date: 04/03/2019
Minimum Price: ₹1700
Maximum Price: ₹1800
Modal Price: ₹1800"
"What is the price of Pomegranate in Kangra(Jaisinghpur) market of Kangra, Himachal Pradesh?","Commodity: Pomegranate
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jaisinghpur)
Arrival Date: 04/03/2019
Minimum Price: ₹7500
Maximum Price: ₹7500
Modal Price: ₹7500"
"What is the price of Potato in Kangra(Jaisinghpur) market of Kangra, Himachal Pradesh?","Commodity: Potato
Variety: Potato
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jaisinghpur)
Arrival Date: 04/03/2019
Minimum Price: ₹700
Maximum Price: ₹800
Modal Price: ₹800"
"What is the price of Raddish in Kangra(Jaisinghpur) market of Kangra, Himachal Pradesh?","Commodity: Raddish
Variety: Raddish
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jaisinghpur)
Arrival Date: 04/03/2019
Minimum Price: ₹0
Maximum Price: ₹700
Modal Price: ₹600"
"What is the price of Spinach in Kangra(Jaisinghpur) market of Kangra, Himachal Pradesh?","Commodity: Spinach
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jaisinghpur)
Arrival Date: 04/03/2019
Minimum Price: ₹1400
Maximum Price: ₹0
Modal Price: ₹1500"
"What is the price of Tomato in Kangra(Jaisinghpur) market of Kangra, Himachal Pradesh?","Commodity: Tomato
Variety: Tomato
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jaisinghpur)
Arrival Date: 04/03/2019
Minimum Price: ₹1800
Maximum Price: ₹2200
Modal Price: ₹2000"
"What is the price of Apple in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Apple
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹4000
Maximum Price: ₹6000
Modal Price: ₹5000"
"What is the price of Banana in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Banana
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹2300
Maximum Price: ₹2500
Modal Price: ₹2400"
"What is the price of Bhindi(Ladies Finger) in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Bhindi(Ladies Finger)
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹4000
Maximum Price: ₹4500
Modal Price: ₹4250"
"What is the price of Bottle gourd in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Bottle gourd
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹2000
Maximum Price: ₹2500
Modal Price: ₹2250"
"What is the price of Brinjal in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Brinjal
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹1200
Maximum Price: ₹1500
Modal Price: ₹1350"
"What is the price of Cabbage in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Cabbage
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹400
Maximum Price: ₹500
Modal Price: ₹450"
"What is the price of Capsicum in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Capsicum
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹4000
Maximum Price: ₹4500
Modal Price: ₹4250"
"What is the price of Carrot in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Carrot
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹600
Maximum Price: ₹700
Modal Price: ₹650"
"What is the price of Cauliflower in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Cauliflower
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹1200
Maximum Price: ₹1500
Modal Price: ₹1350"
"What is the price of Coriander(Leaves) in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Coriander(Leaves)
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹1200
Maximum Price: ₹1500
Modal Price: ₹1350"
"What is the price of French Beans (Frasbean) in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: French Beans (Frasbean)
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹3800
Maximum Price: ₹4000
Modal Price: ₹3900"
"What is the price of Ginger(Green) in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Ginger(Green)
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹8500
Maximum Price: ₹9000
Modal Price: ₹8750"
"What is the price of Grapes in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Grapes
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹4000
Maximum Price: ₹5000
Modal Price: ₹4250"
"What is the price of Green Chilli in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Green Chilli
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹6000
Maximum Price: ₹6500
Modal Price: ₹6250"
"What is the price of Kinnow in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Kinnow
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹1500
Maximum Price: ₹1700
Modal Price: ₹1600"
"What is the price of Lemon in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Lemon
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹3800
Maximum Price: ₹4000
Modal Price: ₹3900"
"What is the price of Mashrooms in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Mashrooms
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹9000
Maximum Price: ₹10000
Modal Price: ₹9500"
"What is the price of Methi(Leaves) in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Methi(Leaves)
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹900
Maximum Price: ₹1000
Modal Price: ₹950"
"What is the price of Mousambi(Sweet Lime) in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Mousambi(Sweet Lime)
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹3500
Maximum Price: ₹4000
Modal Price: ₹3750"
"What is the price of Onion in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Onion
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹700
Maximum Price: ₹800
Modal Price: ₹750"
"What is the price of Orange in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Orange
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹3000
Maximum Price: ₹3500
Modal Price: ₹3250"
"What is the price of Papaya in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Papaya
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹2000
Maximum Price: ₹2500
Modal Price: ₹2250"
"What is the price of Peas cod in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Peas cod
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹1600
Maximum Price: ₹1700
Modal Price: ₹1650"
"What is the price of Pineapple in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Pineapple
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹2000
Maximum Price: ₹2500
Modal Price: ₹2250"
"What is the price of Pomegranate in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Pomegranate
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹4000
Maximum Price: ₹4500
Modal Price: ₹4250"
"What is the price of Potato in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Potato
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹700
Maximum Price: ₹800
Modal Price: ₹750"
"What is the price of Raddish in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Raddish
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹500
Maximum Price: ₹600
Modal Price: ₹550"
"What is the price of Spinach in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Spinach
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹900
Maximum Price: ₹1000
Modal Price: ₹950"
"What is the price of Tomato in Kangra(Jassour) market of Kangra, Himachal Pradesh?","Commodity: Tomato
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Kangra(Jassour)
Arrival Date: 04/03/2019
Minimum Price: ₹2200
Maximum Price: ₹2500
Modal Price: ₹2350"
"What is the price of Apple in Palampur market of Kangra, Himachal Pradesh?","Commodity: Apple
Variety: Apple
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹7500
Maximum Price: ₹8000
Modal Price: ₹8000"
"What is the price of Ber(Zizyphus/Borehannu) in Palampur market of Kangra, Himachal Pradesh?","Commodity: Ber(Zizyphus/Borehannu)
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹2400
Maximum Price: ₹2500
Modal Price: ₹2500"
"What is the price of Bhindi(Ladies Finger) in Palampur market of Kangra, Himachal Pradesh?","Commodity: Bhindi(Ladies Finger)
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹6000
Maximum Price: ₹6500
Modal Price: ₹6500"
"What is the price of Bottle gourd in Palampur market of Kangra, Himachal Pradesh?","Commodity: Bottle gourd
Variety: Bottle Gourd
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹2800
Maximum Price: ₹3000
Modal Price: ₹3000"
"What is the price of Brinjal in Palampur market of Kangra, Himachal Pradesh?","Commodity: Brinjal
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹2500
Maximum Price: ₹2500
Modal Price: ₹2500"
"What is the price of Cabbage in Palampur market of Kangra, Himachal Pradesh?","Commodity: Cabbage
Variety: Cabbage
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹800
Maximum Price: ₹900
Modal Price: ₹900"
"What is the price of Capsicum in Palampur market of Kangra, Himachal Pradesh?","Commodity: Capsicum
Variety: Capsicum
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹4500
Maximum Price: ₹4800
Modal Price: ₹4500"
"What is the price of Carrot in Palampur market of Kangra, Himachal Pradesh?","Commodity: Carrot
Variety: Carrot
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹800
Maximum Price: ₹900
Modal Price: ₹900"
"What is the price of Cauliflower in Palampur market of Kangra, Himachal Pradesh?","Commodity: Cauliflower
Variety: Cauliflower
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹1000
Maximum Price: ₹1100
Modal Price: ₹1100"
"What is the price of Cucumbar(Kheera) in Palampur market of Kangra, Himachal Pradesh?","Commodity: Cucumbar(Kheera)
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹5000
Maximum Price: ₹5500
Modal Price: ₹5500"
"What is the price of French Beans (Frasbean) in Palampur market of Kangra, Himachal Pradesh?","Commodity: French Beans (Frasbean)
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹5000
Maximum Price: ₹6000
Modal Price: ₹5500"
"What is the price of Ginger(Green) in Palampur market of Kangra, Himachal Pradesh?","Commodity: Ginger(Green)
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹8000
Maximum Price: ₹9000
Modal Price: ₹9000"
"What is the price of Grapes in Palampur market of Kangra, Himachal Pradesh?","Commodity: Grapes
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹6500
Maximum Price: ₹7000
Modal Price: ₹7000"
"What is the price of Green Chilli in Palampur market of Kangra, Himachal Pradesh?","Commodity: Green Chilli
Variety: Green Chilly
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹4500
Maximum Price: ₹5000
Modal Price: ₹5000"
"What is the price of Guava in Palampur market of Kangra, Himachal Pradesh?","Commodity: Guava
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹4000
Maximum Price: ₹5000
Modal Price: ₹4500"
"What is the price of Kinnow in Palampur market of Kangra, Himachal Pradesh?","Commodity: Kinnow
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹2000
Maximum Price: ₹2400
Modal Price: ₹2200"
"What is the price of Lemon in Palampur market of Kangra, Himachal Pradesh?","Commodity: Lemon
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹5000
Maximum Price: ₹0
Modal Price: ₹5500"
"What is the price of Mashrooms in Palampur market of Kangra, Himachal Pradesh?","Commodity: Mashrooms
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹15000
Maximum Price: ₹20000
Modal Price: ₹20000"
"What is the price of Mousambi(Sweet Lime) in Palampur market of Kangra, Himachal Pradesh?","Commodity: Mousambi(Sweet Lime)
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹5000
Maximum Price: ₹0
Modal Price: ₹5500"
"What is the price of Onion in Palampur market of Kangra, Himachal Pradesh?","Commodity: Onion
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹1000
Maximum Price: ₹1100
Modal Price: ₹1100"
"What is the price of Orange in Palampur market of Kangra, Himachal Pradesh?","Commodity: Orange
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹4000
Maximum Price: ₹4500
Modal Price: ₹4500"
"What is the price of Papaya in Palampur market of Kangra, Himachal Pradesh?","Commodity: Papaya
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹2400
Maximum Price: ₹2600
Modal Price: ₹2500"
"What is the price of Peas Wet in Palampur market of Kangra, Himachal Pradesh?","Commodity: Peas Wet
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹1700
Maximum Price: ₹1800
Modal Price: ₹1800"
"What is the price of Pineapple in Palampur market of Kangra, Himachal Pradesh?","Commodity: Pineapple
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹3500
Maximum Price: ₹4000
Modal Price: ₹4000"
"What is the price of Pomegranate in Palampur market of Kangra, Himachal Pradesh?","Commodity: Pomegranate
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹7000
Maximum Price: ₹7500
Modal Price: ₹7500"
"What is the price of Potato in Palampur market of Kangra, Himachal Pradesh?","Commodity: Potato
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹700
Maximum Price: ₹800
Modal Price: ₹800"
"What is the price of Pumpkin in Palampur market of Kangra, Himachal Pradesh?","Commodity: Pumpkin
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹1600
Maximum Price: ₹1800
Modal Price: ₹1700"
"What is the price of Raddish in Palampur market of Kangra, Himachal Pradesh?","Commodity: Raddish
Variety: Raddish
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹700
Maximum Price: ₹800
Modal Price: ₹800"
"What is the price of Spinach in Palampur market of Kangra, Himachal Pradesh?","Commodity: Spinach
Variety: Spinach
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹1600
Maximum Price: ₹1800
Modal Price: ₹1700"
"What is the price of Tomato in Palampur market of Kangra, Himachal Pradesh?","Commodity: Tomato
Variety: Tomato
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹2000
Maximum Price: ₹2200
Modal Price: ₹2200"
"What is the price of Turnip in Palampur market of Kangra, Himachal Pradesh?","Commodity: Turnip
Variety: Other
State: Himachal Pradesh
District: Kangra
Market: Palampur
Arrival Date: 04/03/2019
Minimum Price: ₹1000
Maximum Price: ₹1200
Modal Price: ₹1200"
