question,answer
What is the price of French Beans (Frasbean) in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: French Beans (Frasbean)
variety: Other
arrival_date: 04/03/2019
min_price: 5200
max_price: 5300
modal_price: 5250
source_file: csv.csv
"
What is the price of Garlic in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: Garlic
variety: Other
arrival_date: 04/03/2019
min_price: 5000
max_price: 5500
modal_price: 5300
source_file: csv.csv
"
What is the price of Ginger(Dry) in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: Ginger(Dry)
variety: Other
arrival_date: 04/03/2019
min_price: 9500
max_price: 10000
modal_price: 9800
source_file: csv.csv
"
What is the price of Grapes in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: Grapes
variety: Other
arrival_date: 04/03/2019
min_price: 7000
max_price: 8000
modal_price: 7500
source_file: csv.csv
"
What is the price of Green Chilli in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: Green Chilli
variety: Other
arrival_date: 04/03/2019
min_price: 6000
max_price: 6500
modal_price: 6300
source_file: csv.csv
"
What is the price of Guava in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: Guava
variety: Other
arrival_date: 04/03/2019
min_price: 6000
max_price: 6300
modal_price: 6150
source_file: csv.csv
"
What is the price of Kinnow in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: Kinnow
variety: Other
arrival_date: 04/03/2019
min_price: 2600
max_price: 2700
modal_price: 2650
source_file: csv.csv
"
What is the price of Lemon in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: Lemon
variety: Other
arrival_date: 04/03/2019
min_price: 6000
max_price: 7000
modal_price: 6500
source_file: csv.csv
"
What is the price of Onion in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: Onion
variety: Other
arrival_date: 04/03/2019
min_price: 1200
max_price: 1300
modal_price: 1250
source_file: csv.csv
"
What is the price of Papaya in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: Papaya
variety: Other
arrival_date: 04/03/2019
min_price: 2800
max_price: 3000
modal_price: 2900
source_file: csv.csv
"
What is the price of Peas Wet in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: Peas Wet
variety: Other
arrival_date: 04/03/2019
min_price: 2600
max_price: 2700
modal_price: 2650
source_file: csv.csv
"
What is the price of Potato in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: Potato
variety: Other
arrival_date: 04/03/2019
min_price: 900
max_price: 1800
modal_price: 1400
source_file: csv.csv
"
What is the price of Pumpkin in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: Pumpkin
variety: Other
arrival_date: 04/03/2019
min_price: 1700
max_price: 1800
modal_price: 1750
source_file: csv.csv
"
What is the price of Raddish in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: Raddish
variety: Other
arrival_date: 04/03/2019
min_price: 500
max_price: 900
modal_price: 700
source_file: csv.csv
"
What is the price of Spinach in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: Spinach
variety: Other
arrival_date: 04/03/2019
min_price: 800
max_price: 1000
modal_price: 900
source_file: csv.csv
"
What is the price of Squash(Chappal Kadoo) in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: Squash(Chappal Kadoo)
variety: Other
arrival_date: 04/03/2019
min_price: 1800
max_price: 2000
modal_price: 1900
source_file: csv.csv
"
What is the price of Tomato in Bhuntar market?,"state: Himachal Pradesh
district: Kullu
market: Bhuntar
commodity: Tomato
variety: Other
arrival_date: 04/03/2019
min_price: 2500
max_price: 2600
modal_price: 2550
source_file: csv.csv
"
What is the price of Cauliflower in Zaloosa-Chararishrief (F&V) market?,"state: Jammu and Kashmir
district: Badgam
market: Zaloosa-Chararishrief (F&V)
commodity: Cauliflower
variety: Cauliflower
arrival_date: 04/03/2019
min_price: 700
max_price: 900
modal_price: 800
source_file: csv.csv
"
What is the price of Cucumbar(Kheera) in Zaloosa-Chararishrief (F&V) market?,"state: Jammu and Kashmir
district: Badgam
market: Zaloosa-Chararishrief (F&V)
commodity: Cucumbar(Kheera)
variety: Cucumbar
arrival_date: 04/03/2019
min_price: 1500
max_price: 1700
modal_price: 1600
source_file: csv.csv
"
What is the price of Knool Khol in Zaloosa-Chararishrief (F&V) market?,"state: Jammu and Kashmir
district: Badgam
market: Zaloosa-Chararishrief (F&V)
commodity: Knool Khol
variety: Knool Khol
arrival_date: 04/03/2019
min_price: 1200
max_price: 1300
modal_price: 1250
source_file: csv.csv
"
What is the price of Beans in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Beans
variety: Beans (Whole)
arrival_date: 04/03/2019
min_price: 3200
max_price: 4000
modal_price: 3600
source_file: csv.csv
"
What is the price of Beetroot in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Beetroot
variety: Beetroot
arrival_date: 04/03/2019
min_price: 1400
max_price: 1800
modal_price: 1600
source_file: csv.csv
"
What is the price of Bhindi(Ladies Finger) in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Bhindi(Ladies Finger)
variety: Bhindi
arrival_date: 04/03/2019
min_price: 3200
max_price: 3600
modal_price: 3400
source_file: csv.csv
"
What is the price of Bitter gourd in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Bitter gourd
variety: Bitter Gourd
arrival_date: 04/03/2019
min_price: 3600
max_price: 4000
modal_price: 3800
source_file: csv.csv
"
What is the price of Brinjal in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Brinjal
variety: Brinjal
arrival_date: 04/03/2019
min_price: 1000
max_price: 1600
modal_price: 1300
source_file: csv.csv
"
What is the price of Cabbage in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Cabbage
variety: Cabbage
arrival_date: 04/03/2019
min_price: 1200
max_price: 1600
modal_price: 1400
source_file: csv.csv
"
What is the price of Carrot in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Carrot
variety: Carrot
arrival_date: 04/03/2019
min_price: 1400
max_price: 1800
modal_price: 1600
source_file: csv.csv
"
What is the price of Chilly Capsicum in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Chilly Capsicum
variety: Chilly Capsicum
arrival_date: 04/03/2019
min_price: 5000
max_price: 6000
modal_price: 5500
source_file: csv.csv
"
What is the price of Cucumbar(Kheera) in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Cucumbar(Kheera)
variety: Cucumbar
arrival_date: 04/03/2019
min_price: 1700
max_price: 1800
modal_price: 1750
source_file: csv.csv
"
What is the price of Drumstick in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Drumstick
variety: Drumstick
arrival_date: 04/03/2019
min_price: 2800
max_price: 3000
modal_price: 2900
source_file: csv.csv
"
What is the price of Ginger(Green) in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Ginger(Green)
variety: Green Ginger
arrival_date: 04/03/2019
min_price: 5000
max_price: 6000
modal_price: 5500
source_file: csv.csv
"
What is the price of Green Avare (W) in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Green Avare (W)
variety: Green Avare (W)
arrival_date: 04/03/2019
min_price: 2800
max_price: 3000
modal_price: 2900
source_file: csv.csv
"
What is the price of Green Chilli in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Green Chilli
variety: Green Chilly
arrival_date: 04/03/2019
min_price: 3600
max_price: 4000
modal_price: 3800
source_file: csv.csv
"
What is the price of Knool Khol in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Knool Khol
variety: Knool Khol
arrival_date: 04/03/2019
min_price: 1600
max_price: 2000
modal_price: 1800
source_file: csv.csv
"
What is the price of Papaya in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Papaya
variety: Papaya
arrival_date: 04/03/2019
min_price: 1200
max_price: 1400
modal_price: 1300
source_file: csv.csv
"
What is the price of Peas Wet in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Peas Wet
variety: Peas Wet
arrival_date: 04/03/2019
min_price: 2800
max_price: 3200
modal_price: 3000
source_file: csv.csv
"
What is the price of Raddish in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Raddish
variety: Raddish
arrival_date: 04/03/2019
min_price: 1600
max_price: 2000
modal_price: 1800
source_file: csv.csv
"
What is the price of Ridgeguard(Tori) in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Ridgeguard(Tori)
variety: Ridgeguard(Tori)
arrival_date: 04/03/2019
min_price: 3200
max_price: 4000
modal_price: 3600
source_file: csv.csv
"
What is the price of Seemebadnekai in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Seemebadnekai
variety: Seemebadanekai
arrival_date: 04/03/2019
min_price: 1400
max_price: 1600
modal_price: 1500
source_file: csv.csv
"
What is the price of Snakeguard in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Snakeguard
variety: Snakeguard
arrival_date: 04/03/2019
min_price: 1200
max_price: 1600
modal_price: 1400
source_file: csv.csv
"
What is the price of Suvarna Gadde in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Suvarna Gadde
variety: Suvarnagadde
arrival_date: 04/03/2019
min_price: 2400
max_price: 2600
modal_price: 2500
source_file: csv.csv
"
What is the price of Tomato in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Tomato
variety: Tomato
arrival_date: 04/03/2019
min_price: 800
max_price: 1000
modal_price: 900
source_file: csv.csv
"
What is the price of Water Melon in Ramanagara market?,"state: Karnataka
district: Bangalore
market: Ramanagara
commodity: Water Melon
variety: Water Melon
arrival_date: 04/03/2019
min_price: 1200
max_price: 1600
modal_price: 1400
source_file: csv.csv
"
What is the price of Beans in Kolar market?,"state: Karnataka
district: Kolar
market: Kolar
commodity: Beans
variety: Beans (Whole)
arrival_date: 04/03/2019
min_price: 3000
max_price: 3200
modal_price: 3100
source_file: csv.csv
"
What is the price of Beetroot in Kolar market?,"state: Karnataka
district: Kolar
market: Kolar
commodity: Beetroot
variety: Beetroot
arrival_date: 04/03/2019
min_price: 1300
max_price: 1500
modal_price: 1400
source_file: csv.csv
"
What is the price of Cabbage in Kolar market?,"state: Karnataka
district: Kolar
market: Kolar
commodity: Cabbage
variety: Cabbage
arrival_date: 04/03/2019
min_price: 1000
max_price: 1300
modal_price: 1100
source_file: csv.csv
"
What is the price of Capsicum in Kolar market?,"state: Karnataka
district: Kolar
market: Kolar
commodity: Capsicum
variety: Capsicum
arrival_date: 04/03/2019
min_price: 3500
max_price: 4000
modal_price: 3800
source_file: csv.csv
"
What is the price of Carrot in Kolar market?,"state: Karnataka
district: Kolar
market: Kolar
commodity: Carrot
variety: Carrot
arrival_date: 04/03/2019
min_price: 1000
max_price: 1400
modal_price: 1200
source_file: csv.csv
"
What is the price of Cauliflower in Kolar market?,"state: Karnataka
district: Kolar
market: Kolar
commodity: Cauliflower
variety: Local
arrival_date: 04/03/2019
min_price: 1000
max_price: 1400
modal_price: 1200
source_file: csv.csv
"
What is the price of Chilly Capsicum in Kolar market?,"state: Karnataka
district: Kolar
market: Kolar
commodity: Chilly Capsicum
variety: Chilly Capsicum
arrival_date: 04/03/2019
min_price: 2500
max_price: 3500
modal_price: 3000
source_file: csv.csv
"
What is the price of Knool Khol in Kolar market?,"state: Karnataka
district: Kolar
market: Kolar
commodity: Knool Khol
variety: Knool Khol
arrival_date: 04/03/2019
min_price: 800
max_price: 1200
modal_price: 1000
source_file: csv.csv
"
What is the price of Raddish in Kolar market?,"state: Karnataka
district: Kolar
market: Kolar
commodity: Raddish
variety: Raddish
arrival_date: 04/03/2019
min_price: 300
max_price: 600
modal_price: 400
source_file: csv.csv
"
What is the price of Ridgeguard(Tori) in Kolar market?,"state: Karnataka
district: Kolar
market: Kolar
commodity: Ridgeguard(Tori)
variety: Ridgeguard(Tori)
arrival_date: 04/03/2019
min_price: 3500
max_price: 4200
modal_price: 3800
source_file: csv.csv
"
What is the price of Tomato in Kolar market?,"state: Karnataka
district: Kolar
market: Kolar
commodity: Tomato
variety: Hybrid
arrival_date: 04/03/2019
min_price: 367
max_price: 1633
modal_price: 1000
source_file: csv.csv
"
What is the price of Tomato in Kolar market?,"state: Karnataka
district: Kolar
market: Kolar
commodity: Tomato
variety: Tomato
arrival_date: 04/03/2019
min_price: 334
max_price: 1000
modal_price: 667
source_file: csv.csv
"
What is the price of Copra in Gubbi market?,"state: Karnataka
district: Tumkur
market: Gubbi
commodity: Copra
variety: other
arrival_date: 04/03/2019
min_price: 9000
max_price: 9000
modal_price: 9000
source_file: csv.csv
"
What is the price of Amphophalus in Aroor market?,"state: Kerala
district: Alappuzha
market: Aroor
commodity: Amphophalus
variety: Amphophalus
arrival_date: 04/03/2019
min_price: 1800
max_price: 2000
modal_price: 1900
source_file: csv.csv
"
What is the price of Apple in Aroor market?,"state: Kerala
district: Alappuzha
market: Aroor
commodity: Apple
variety: Other
arrival_date: 04/03/2019
min_price: 10000
max_price: 11200
modal_price: 11000
source_file: csv.csv
"
What is the price of Ashgourd in Aroor market?,"state: Kerala
district: Alappuzha
market: Aroor
commodity: Ashgourd
variety: Other
arrival_date: 04/03/2019
min_price: 1000
max_price: 1200
modal_price: 1100
source_file: csv.csv
"
What is the price of Banana in Aroor market?,"state: Kerala
district: Alappuzha
market: Aroor
commodity: Banana
variety: Nendra Bale
arrival_date: 04/03/2019
min_price: 4200
max_price: 4400
modal_price: 4300
source_file: csv.csv
"
What is the price of Banana in Aroor market?,"state: Kerala
district: Alappuzha
market: Aroor
commodity: Banana
variety: Palayamthodan
arrival_date: 04/03/2019
min_price: 2800
max_price: 3000
modal_price: 2900
source_file: csv.csv
"
What is the price of Banana in Aroor market?,"state: Kerala
district: Alappuzha
market: Aroor
commodity: Banana
variety: Robusta
arrival_date: 04/03/2019
min_price: 2000
max_price: 2200
modal_price: 2100
source_file: csv.csv
"
What is the price of Banana - Green in Aroor market?,"state: Kerala
district: Alappuzha
market: Aroor
commodity: Banana - Green
variety: Banana - Green
arrival_date: 04/03/2019
min_price: 4000
max_price: 4200
modal_price: 4100
source_file: csv.csv
"
What is the price of Amphophalus in Chengannur market?,"state: Kerala
district: Alappuzha
market: Chengannur
commodity: Amphophalus
variety: Other
arrival_date: 04/03/2019
min_price: 2300
max_price: 2600
modal_price: 2400
source_file: csv.csv
"
What is the price of Ashgourd in Chengannur market?,"state: Kerala
district: Alappuzha
market: Chengannur
commodity: Ashgourd
variety: Other
arrival_date: 04/03/2019
min_price: 1100
max_price: 1400
modal_price: 1200
source_file: csv.csv
"
What is the price of Banana - Green in Chengannur market?,"state: Kerala
district: Alappuzha
market: Chengannur
commodity: Banana - Green
variety: Other
arrival_date: 04/03/2019
min_price: 3700
max_price: 4000
modal_price: 3800
source_file: csv.csv
"
What is the price of Beetroot in Chengannur market?,"state: Kerala
district: Alappuzha
market: Chengannur
commodity: Beetroot
variety: Other
arrival_date: 04/03/2019
min_price: 1800
max_price: 2100
modal_price: 2000
source_file: csv.csv
"
What is the price of Bhindi(Ladies Finger) in Chengannur market?,"state: Kerala
district: Alappuzha
market: Chengannur
commodity: Bhindi(Ladies Finger)
variety: Other
arrival_date: 04/03/2019
min_price: 4000
max_price: 4200
modal_price: 4000
source_file: csv.csv
"
What is the price of Bitter gourd in Chengannur market?,"state: Kerala
district: Alappuzha
market: Chengannur
commodity: Bitter gourd
variety: Other
arrival_date: 04/03/2019
min_price: 4000
max_price: 4600
modal_price: 4500
source_file: csv.csv
"
What is the price of Bottle gourd in Chengannur market?,"state: Kerala
district: Alappuzha
market: Chengannur
commodity: Bottle gourd
variety: Other
arrival_date: 04/03/2019
min_price: 1000
max_price: 1300
modal_price: 1100
source_file: csv.csv
"
What is the price of Capsicum in Chengannur market?,"state: Kerala
district: Alappuzha
market: Chengannur
commodity: Capsicum
variety: Other
arrival_date: 04/03/2019
min_price: 5700
max_price: 6200
modal_price: 6000
source_file: csv.csv
"
What is the price of Carrot in Chengannur market?,"state: Kerala
district: Alappuzha
market: Chengannur
commodity: Carrot
variety: Other
arrival_date: 04/03/2019
min_price: 3400
max_price: 3700
modal_price: 3600
source_file: csv.csv
"
What is the price of Cowpea(Veg) in Chengannur market?,"state: Kerala
district: Alappuzha
market: Chengannur
commodity: Cowpea(Veg)
variety: Cowpea (Veg)
arrival_date: 04/03/2019
min_price: 4000
max_price: 4300
modal_price: 4200
source_file: csv.csv
"
What is the price of Cucumbar(Kheera) in Chengannur market?,"state: Kerala
district: Alappuzha
market: Chengannur
commodity: Cucumbar(Kheera)
variety: Other
arrival_date: 04/03/2019
min_price: 1600
max_price: 2200
modal_price: 2000
source_file: csv.csv
"
What is the price of Amphophalus in Mannar market?,"state: Kerala
district: Alappuzha
market: Mannar
commodity: Amphophalus
variety: Other
arrival_date: 04/03/2019
min_price: 3500
max_price: 3700
modal_price: 3600
source_file: csv.csv
"
What is the price of Ashgourd in Mannar market?,"state: Kerala
district: Alappuzha
market: Mannar
commodity: Ashgourd
variety: Other
arrival_date: 04/03/2019
min_price: 1000
max_price: 1300
modal_price: 1100
source_file: csv.csv
"
What is the price of Banana - Green in Mannar market?,"state: Kerala
district: Alappuzha
market: Mannar
commodity: Banana - Green
variety: Other
arrival_date: 04/03/2019
min_price: 4000
max_price: 4200
modal_price: 4100
source_file: csv.csv
"
What is the price of Bhindi(Ladies Finger) in Mannar market?,"state: Kerala
district: Alappuzha
market: Mannar
commodity: Bhindi(Ladies Finger)
variety: Other
arrival_date: 04/03/2019
min_price: 3000
max_price: 3200
modal_price: 3100
source_file: csv.csv
"
What is the price of Bitter gourd in Mannar market?,"state: Kerala
district: Alappuzha
market: Mannar
commodity: Bitter gourd
variety: Other
arrival_date: 04/03/2019
min_price: 4000
max_price: 4200
modal_price: 4100
source_file: csv.csv
"
What is the price of Brinjal in Mannar market?,"state: Kerala
district: Alappuzha
market: Mannar
commodity: Brinjal
variety: Other
arrival_date: 04/03/2019
min_price: 3200
max_price: 3600
modal_price: 3500
source_file: csv.csv
"
What is the price of Cabbage in Mannar market?,"state: Kerala
district: Alappuzha
market: Mannar
commodity: Cabbage
variety: Other
arrival_date: 04/03/2019
min_price: 3000
max_price: 3300
modal_price: 3200
source_file: csv.csv
"
What is the price of Capsicum in Mannar market?,"state: Kerala
district: Alappuzha
market: Mannar
commodity: Capsicum
variety: Other
arrival_date: 04/03/2019
min_price: 8000
max_price: 8300
modal_price: 8200
source_file: csv.csv
"
What is the price of Carrot in Mannar market?,"state: Kerala
district: Alappuzha
market: Mannar
commodity: Carrot
variety: Other
arrival_date: 04/03/2019
min_price: 3700
max_price: 3900
modal_price: 3800
source_file: csv.csv
"
What is the price of Amaranthus in Piravam market?,"state: Kerala
district: Ernakulam
market: Piravam
commodity: Amaranthus
variety: Other
arrival_date: 04/03/2019
min_price: 1500
max_price: 2000
modal_price: 1800
source_file: csv.csv
"
What is the price of Amphophalus in Piravam market?,"state: Kerala
district: Ernakulam
market: Piravam
commodity: Amphophalus
variety: Other
arrival_date: 04/03/2019
min_price: 2000
max_price: 3000
modal_price: 2500
source_file: csv.csv
"
What is the price of Ashgourd in Piravam market?,"state: Kerala
district: Ernakulam
market: Piravam
commodity: Ashgourd
variety: Other
arrival_date: 04/03/2019
min_price: 1500
max_price: 2000
modal_price: 1800
source_file: csv.csv
"
What is the price of Banana - Green in Piravam market?,"state: Kerala
district: Ernakulam
market: Piravam
commodity: Banana - Green
variety: Other
arrival_date: 04/03/2019
min_price: 3000
max_price: 4000
modal_price: 3500
source_file: csv.csv
"
What is the price of Beetroot in Piravam market?,"state: Kerala
district: Ernakulam
market: Piravam
commodity: Beetroot
variety: Other
arrival_date: 04/03/2019
min_price: 2000
max_price: 2500
modal_price: 2200
source_file: csv.csv
"
What is the price of Bitter gourd in Piravam market?,"state: Kerala
district: Ernakulam
market: Piravam
commodity: Bitter gourd
variety: Other
arrival_date: 04/03/2019
min_price: 4000
max_price: 5000
modal_price: 4500
source_file: csv.csv
"
What is the price of Brinjal in Piravam market?,"state: Kerala
district: Ernakulam
market: Piravam
commodity: Brinjal
variety: Other
arrival_date: 04/03/2019
min_price: 2000
max_price: 2500
modal_price: 2200
source_file: csv.csv
"
What is the price of Cowpea(Veg) in Piravam market?,"state: Kerala
district: Ernakulam
market: Piravam
commodity: Cowpea(Veg)
variety: Other
arrival_date: 04/03/2019
min_price: 4000
max_price: 5000
modal_price: 4500
source_file: csv.csv
"
What is the price of Potato in Piravam market?,"state: Kerala
district: Ernakulam
market: Piravam
commodity: Potato
variety: Other
arrival_date: 04/03/2019
min_price: 2000
max_price: 3000
modal_price: 2500
source_file: csv.csv
"
What is the price of Tomato in Piravam market?,"state: Kerala
district: Ernakulam
market: Piravam
commodity: Tomato
variety: Other
arrival_date: 04/03/2019
min_price: 1500
max_price: 2000
modal_price: 1800
source_file: csv.csv
"
What is the price of Arecanut(Betelnut/Supari) in Taliparamba market?,"state: Kerala
district: Kannur
market: Taliparamba
commodity: Arecanut(Betelnut/Supari)
variety: Other
arrival_date: 04/03/2019
min_price: 19500
max_price: 20000
modal_price: 19750
source_file: csv.csv
"
What is the price of Black pepper in Taliparamba market?,"state: Kerala
district: Kannur
market: Taliparamba
commodity: Black pepper
variety: Other
arrival_date: 04/03/2019
min_price: 29000
max_price: 29500
modal_price: 29250
source_file: csv.csv
"
What is the price of Coconut in Taliparamba market?,"state: Kerala
district: Kannur
market: Taliparamba
commodity: Coconut
variety: Other
arrival_date: 04/03/2019
min_price: 3200
max_price: 3400
modal_price: 3300
source_file: csv.csv
"
What is the price of Coconut Oil in Taliparamba market?,"state: Kerala
district: Kannur
market: Taliparamba
commodity: Coconut Oil
variety: Other
arrival_date: 04/03/2019
min_price: 18000
max_price: 18300
modal_price: 18150
source_file: csv.csv
"
What is the price of Copra in Taliparamba market?,"state: Kerala
district: Kannur
market: Taliparamba
commodity: Copra
variety: other
arrival_date: 04/03/2019
min_price: 10100
max_price: 10300
modal_price: 10250
source_file: csv.csv
"
What is the price of Rubber in Taliparamba market?,"state: Kerala
district: Kannur
market: Taliparamba
commodity: Rubber
variety: Other
arrival_date: 04/03/2019
min_price: 12300
max_price: 12400
modal_price: 12350
source_file: csv.csv
"
What is the price of Amaranthus in Kasargod market?,"state: Kerala
district: Kasargod
market: Kasargod
commodity: Amaranthus
variety: Other
arrival_date: 04/03/2019
min_price: 1500
max_price: 1600
modal_price: 1550
source_file: csv.csv
"
What is the price of Arecanut(Betelnut/Supari) in Kasargod market?,"state: Kerala
district: Kasargod
market: Kasargod
commodity: Arecanut(Betelnut/Supari)
variety: Other
arrival_date: 04/03/2019
min_price: 21000
max_price: 22000
modal_price: 21500
source_file: csv.csv
"
What is the price of Banana in Kasargod market?,"state: Kerala
district: Kasargod
market: Kasargod
commodity: Banana
variety: Medium
arrival_date: 04/03/2019
min_price: 2200
max_price: 2300
modal_price: 2250
source_file: csv.csv
"
What is the price of Banana in Kasargod market?,"state: Kerala
district: Kasargod
market: Kasargod
commodity: Banana
variety: Nendra Bale
arrival_date: 04/03/2019
min_price: 3000
max_price: 3100
modal_price: 3050
source_file: csv.csv
"
What is the price of Bhindi(Ladies Finger) in Kasargod market?,"state: Kerala
district: Kasargod
market: Kasargod
commodity: Bhindi(Ladies Finger)
variety: Other
arrival_date: 04/03/2019
min_price: 5500
max_price: 5600
modal_price: 5550
source_file: csv.csv
"
What is the price of Cashewnuts in Kasargod market?,"state: Kerala
district: Kasargod
market: Kasargod
commodity: Cashewnuts
variety: Other
arrival_date: 04/03/2019
min_price: 10000
max_price: 10200
modal_price: 10100
source_file: csv.csv
"
What is the price of Copra in Kasargod market?,"state: Kerala
district: Kasargod
market: Kasargod
commodity: Copra
variety: other
arrival_date: 04/03/2019
min_price: 10200
max_price: 10400
modal_price: 10300
source_file: csv.csv
"
What is the price of Cowpea(Veg) in Kasargod market?,"state: Kerala
district: Kasargod
market: Kasargod
commodity: Cowpea(Veg)
variety: Other
arrival_date: 04/03/2019
min_price: 2000
max_price: 2150
modal_price: 2100
source_file: csv.csv
"
What is the price of Cucumbar(Kheera) in Kasargod market?,"state: Kerala
district: Kasargod
market: Kasargod
commodity: Cucumbar(Kheera)
variety: Other
arrival_date: 04/03/2019
min_price: 1000
max_price: 1200
modal_price: 1100
source_file: csv.csv
"
What is the price of Paddy(Dhan)(Common) in Kasargod market?,"state: Kerala
district: Kasargod
market: Kasargod
commodity: Paddy(Dhan)(Common)
variety: Other
arrival_date: 04/03/2019
min_price: 1800
max_price: 1900
modal_price: 1850
source_file: csv.csv
"
What is the price of Pepper garbled in Kasargod market?,"state: Kerala
district: Kasargod
market: Kasargod
commodity: Pepper garbled
variety: Other
arrival_date: 04/03/2019
min_price: 32000
max_price: 33000
modal_price: 32500
source_file: csv.csv
"
What is the price of Pumpkin in Kasargod market?,"state: Kerala
district: Kasargod
market: Kasargod
commodity: Pumpkin
variety: Other
arrival_date: 04/03/2019
min_price: 800
max_price: 900
modal_price: 850
source_file: csv.csv
"
What is the price of Amaranthus in Manjeswaram market?,"state: Kerala
district: Kasargod
market: Manjeswaram
commodity: Amaranthus
variety: Amaranthus
arrival_date: 04/03/2019
min_price: 2400
max_price: 3400
modal_price: 2900
source_file: csv.csv
"
What is the price of Arecanut(Betelnut/Supari) in Manjeswaram market?,"state: Kerala
district: Kasargod
market: Manjeswaram
commodity: Arecanut(Betelnut/Supari)
variety: Other
arrival_date: 04/03/2019
min_price: 21500
max_price: 22000
modal_price: 21750
source_file: csv.csv
"
What is the price of Ashgourd in Manjeswaram market?,"state: Kerala
district: Kasargod
market: Manjeswaram
commodity: Ashgourd
variety: Ashgourd
arrival_date: 04/03/2019
min_price: 2400
max_price: 3000
modal_price: 2700
source_file: csv.csv
"
What is the price of Banana - Green in Manjeswaram market?,"state: Kerala
district: Kasargod
market: Manjeswaram
commodity: Banana - Green
variety: Other
arrival_date: 04/03/2019
min_price: 4200
max_price: 5000
modal_price: 4600
source_file: csv.csv
"
What is the price of Beetroot in Manjeswaram market?,"state: Kerala
district: Kasargod
market: Manjeswaram
commodity: Beetroot
variety: Beetroot
arrival_date: 04/03/2019
min_price: 2200
max_price: 3000
modal_price: 2600
source_file: csv.csv
"
What is the price of Bhindi(Ladies Finger) in Manjeswaram market?,"state: Kerala
district: Kasargod
market: Manjeswaram
commodity: Bhindi(Ladies Finger)
variety: Bhindi
arrival_date: 04/03/2019
min_price: 6000
max_price: 7000
modal_price: 6500
source_file: csv.csv
"
What is the price of Bitter gourd in Manjeswaram market?,"state: Kerala
district: Kasargod
market: Manjeswaram
commodity: Bitter gourd
variety: Bitter Gourd
arrival_date: 04/03/2019
min_price: 5500
max_price: 6000
modal_price: 5750
source_file: csv.csv
"
What is the price of Bottle gourd in Manjeswaram market?,"state: Kerala
district: Kasargod
market: Manjeswaram
commodity: Bottle gourd
variety: Bottle Gourd
arrival_date: 04/03/2019
min_price: 1600
max_price: 2000
modal_price: 1800
source_file: csv.csv
"
