question,answer
Give agriculture information,"question: What is the price of Arecanut(Betelnut/Supari) in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Arecanut(Betelnut/Supari)
Variety: Other
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹21500
Maximum Price: ₹22000
Modal Price: ₹21750
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Ashgourd in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Ashgourd
Variety: Ashgourd
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹2400
Maximum Price: ₹3000
Modal Price: ₹2700
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Banana - Green in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Banana - Green
Variety: Other
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹4200
Maximum Price: ₹5000
Modal Price: ₹4600
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Beetroot in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Beetroot
Variety: Beetroot
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹2200
Maximum Price: ₹3000
Modal Price: ₹2600
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Bhindi(Ladies Finger) in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Bhindi(Ladies Finger)
Variety: Bhindi
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹6000
Maximum Price: ₹7000
Modal Price: ₹6500
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Bitter gourd in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Bitter gourd
Variety: Bitter Gourd
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹5500
Maximum Price: ₹6000
Modal Price: ₹5750
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Bottle gourd in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Bottle gourd
Variety: Bottle Gourd
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹1600
Maximum Price: ₹2000
Modal Price: ₹1800
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Brinjal in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Brinjal
Variety: Brinjal
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹3200
Maximum Price: ₹4000
Modal Price: ₹3600
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Cabbage in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Cabbage
Variety: Cabbage
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹2000
Maximum Price: ₹3000
Modal Price: ₹2500
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Carrot in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Carrot
Variety: Carrot
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹2400
Maximum Price: ₹3000
Modal Price: ₹2700
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Coconut Seed in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Coconut Seed
Variety: Other
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹3400
Maximum Price: ₹3500
Modal Price: ₹3450
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Copra in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Copra
Variety: Copra
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹10000
Maximum Price: ₹10200
Modal Price: ₹10100
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Cowpea(Veg) in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Cowpea(Veg)
Variety: Cowpea (Veg)
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹4500
Maximum Price: ₹5500
Modal Price: ₹5000
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Cucumbar(Kheera) in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Cucumbar(Kheera)
Variety: Cucumbar
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹2400
Maximum Price: ₹3000
Modal Price: ₹2700
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Drumstick in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Drumstick
Variety: Drumstick
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹5500
Maximum Price: ₹6500
Modal Price: ₹6000
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Ginger(Green) in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Ginger(Green)
Variety: Green Ginger
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹8000
Maximum Price: ₹9000
Modal Price: ₹8500
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Green Chilli in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Green Chilli
Variety: Green Chilly
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹4500
Maximum Price: ₹5500
Modal Price: ₹5000
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Indian Beans (Seam) in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Indian Beans (Seam)
Variety: Other
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹4200
Maximum Price: ₹5000
Modal Price: ₹4600
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Little gourd (Kundru) in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Little gourd (Kundru)
Variety: Other
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹4200
Maximum Price: ₹5000
Modal Price: ₹4600
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Long Melon(Kakri) in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Long Melon(Kakri)
Variety: Other
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹2400
Maximum Price: ₹3000
Modal Price: ₹2700
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Pepper garbled in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Pepper garbled
Variety: Other
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹27500
Maximum Price: ₹28000
Modal Price: ₹27750
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Potato in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Potato
Variety: Other
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹2200
Maximum Price: ₹2600
Modal Price: ₹2400
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Pumpkin in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Pumpkin
Variety: Pumpkin
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹2400
Maximum Price: ₹3000
Modal Price: ₹2700
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Ridgeguard(Tori) in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Ridgeguard(Tori)
Variety: Ridgeguard(Tori)
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹4500
Maximum Price: ₹5500
Modal Price: ₹5000
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Snakeguard in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Snakeguard
Variety: Snakeguard
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹3200
Maximum Price: ₹4000
Modal Price: ₹3600
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Sweet Potato in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Sweet Potato
Variety: Sweet Potato
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹2600
Maximum Price: ₹3400
Modal Price: ₹3000
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Tapioca in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Tapioca
Variety: Other
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹2400
Maximum Price: ₹3400
Modal Price: ₹2900
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Tomato in Manjeswaram market of Kasargod, Kerala?
answer: Commodity: Tomato
Variety: Tomato
State: Kerala
District: Kasargod
Market: Manjeswaram
Arrival Date: 04/03/2019
Minimum Price: ₹1600
Maximum Price: ₹2000
Modal Price: ₹1800
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Amaranthus in Anchal market of Kollam, Kerala?
answer: Commodity: Amaranthus
Variety: Other
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹4500
Maximum Price: ₹4700
Modal Price: ₹4600
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Ashgourd in Anchal market of Kollam, Kerala?
answer: Commodity: Ashgourd
Variety: Other
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹5600
Maximum Price: ₹5800
Modal Price: ₹5700
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Banana in Anchal market of Kollam, Kerala?
answer: Commodity: Banana
Variety: Nendra Bale
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹6000
Maximum Price: ₹6200
Modal Price: ₹6100
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Banana in Anchal market of Kollam, Kerala?
answer: Commodity: Banana
Variety: Palayamthodan
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹2600
Maximum Price: ₹2800
Modal Price: ₹2700
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Banana in Anchal market of Kollam, Kerala?
answer: Commodity: Banana
Variety: Poovan
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹5800
Maximum Price: ₹6000
Modal Price: ₹5900
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Banana in Anchal market of Kollam, Kerala?
answer: Commodity: Banana
Variety: Red Banana
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹4700
Maximum Price: ₹4900
Modal Price: ₹4800
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Banana in Anchal market of Kollam, Kerala?
answer: Commodity: Banana
Variety: Robusta
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹2300
Maximum Price: ₹2500
Modal Price: ₹2400
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Beetroot in Anchal market of Kollam, Kerala?
answer: Commodity: Beetroot
Variety: Other
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹3100
Maximum Price: ₹3300
Modal Price: ₹3200
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Bhindi(Ladies Finger) in Anchal market of Kollam, Kerala?
answer: Commodity: Bhindi(Ladies Finger)
Variety: Other
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹3700
Maximum Price: ₹3900
Modal Price: ₹3800
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Bitter gourd in Anchal market of Kollam, Kerala?
answer: Commodity: Bitter gourd
Variety: Other
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹6000
Maximum Price: ₹6200
Modal Price: ₹6100
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Bottle gourd in Anchal market of Kollam, Kerala?
answer: Commodity: Bottle gourd
Variety: Other
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹1200
Maximum Price: ₹1400
Modal Price: ₹1300
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Cabbage in Anchal market of Kollam, Kerala?
answer: Commodity: Cabbage
Variety: Other
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹1500
Maximum Price: ₹1700
Modal Price: ₹1600
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Carrot in Anchal market of Kollam, Kerala?
answer: Commodity: Carrot
Variety: Carrot
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹5500
Maximum Price: ₹5700
Modal Price: ₹5600
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Cauliflower in Anchal market of Kollam, Kerala?
answer: Commodity: Cauliflower
Variety: Cauliflower
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹3500
Maximum Price: ₹3700
Modal Price: ₹3600
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Colacasia in Anchal market of Kollam, Kerala?
answer: Commodity: Colacasia
Variety: Other
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹4000
Maximum Price: ₹4200
Modal Price: ₹4100
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Drumstick in Anchal market of Kollam, Kerala?
answer: Commodity: Drumstick
Variety: Other
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹3400
Maximum Price: ₹3600
Modal Price: ₹3500
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Potato in Anchal market of Kollam, Kerala?
answer: Commodity: Potato
Variety: Other
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹1800
Maximum Price: ₹2000
Modal Price: ₹1900
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Pumpkin in Anchal market of Kollam, Kerala?
answer: Commodity: Pumpkin
Variety: Other
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹1000
Maximum Price: ₹1200
Modal Price: ₹1100
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Snakeguard in Anchal market of Kollam, Kerala?
answer: Commodity: Snakeguard
Variety: Other
State: Kerala
District: Kollam
Market: Anchal
Arrival Date: 04/03/2019
Minimum Price: ₹2200
Maximum Price: ₹2400
Modal Price: ₹2300
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Banana in Chathanoor market of Kollam, Kerala?
answer: Commodity: Banana
Variety: Banana - Ripe
State: Kerala
District: Kollam
Market: Chathanoor
Arrival Date: 04/03/2019
Minimum Price: ₹4000
Maximum Price: ₹4400
Modal Price: ₹4200
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Banana in Chathanoor market of Kollam, Kerala?
answer: Commodity: Banana
Variety: Palayamthodan
State: Kerala
District: Kollam
Market: Chathanoor
Arrival Date: 04/03/2019
Minimum Price: ₹1800
Maximum Price: ₹2200
Modal Price: ₹2000
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Banana in Chathanoor market of Kollam, Kerala?
answer: Commodity: Banana
Variety: Poovan
State: Kerala
District: Kollam
Market: Chathanoor
Arrival Date: 04/03/2019
Minimum Price: ₹4300
Maximum Price: ₹4700
Modal Price: ₹4500
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Banana in Chathanoor market of Kollam, Kerala?
answer: Commodity: Banana
Variety: Red Banana
State: Kerala
District: Kollam
Market: Chathanoor
Arrival Date: 04/03/2019
Minimum Price: ₹4300
Maximum Price: ₹4700
Modal Price: ₹4500
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Bhindi(Ladies Finger) in Chathanoor market of Kollam, Kerala?
answer: Commodity: Bhindi(Ladies Finger)
Variety: Other
State: Kerala
District: Kollam
Market: Chathanoor
Arrival Date: 04/03/2019
Minimum Price: ₹4800
Maximum Price: ₹5200
Modal Price: ₹5000
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Brinjal in Chathanoor market of Kollam, Kerala?
answer: Commodity: Brinjal
Variety: Other
State: Kerala
District: Kollam
Market: Chathanoor
Arrival Date: 04/03/2019
Minimum Price: ₹3300
Maximum Price: ₹3700
Modal Price: ₹3500
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Ginger(Green) in Chathanoor market of Kollam, Kerala?
answer: Commodity: Ginger(Green)
Variety: Other
State: Kerala
District: Kollam
Market: Chathanoor
Arrival Date: 04/03/2019
Minimum Price: ₹6800
Maximum Price: ₹7200
Modal Price: ₹7000
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Little gourd (Kundru) in Chathanoor market of Kollam, Kerala?
answer: Commodity: Little gourd (Kundru)
Variety: Other
State: Kerala
District: Kollam
Market: Chathanoor
Arrival Date: 04/03/2019
Minimum Price: ₹3800
Maximum Price: ₹4200
Modal Price: ₹4000
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Tomato in Chathanoor market of Kollam, Kerala?
answer: Commodity: Tomato
Variety: Other
State: Kerala
District: Kollam
Market: Chathanoor
Arrival Date: 04/03/2019
Minimum Price: ₹3300
Maximum Price: ₹3700
Modal Price: ₹3500
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Amaranthus in Kaliyanchanda market of Kollam, Kerala?
answer: Commodity: Amaranthus
Variety: Amaranthus
State: Kerala
District: Kollam
Market: Kaliyanchanda
Arrival Date: 04/03/2019
Minimum Price: ₹1300
Maximum Price: ₹1500
Modal Price: ₹1400
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Banana - Green in Kaliyanchanda market of Kollam, Kerala?
answer: Commodity: Banana - Green
Variety: Banana - Green
State: Kerala
District: Kollam
Market: Kaliyanchanda
Arrival Date: 04/03/2019
Minimum Price: ₹5500
Maximum Price: ₹6000
Modal Price: ₹5800
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Bhindi(Ladies Finger) in Kaliyanchanda market of Kollam, Kerala?
answer: Commodity: Bhindi(Ladies Finger)
Variety: Bhindi
State: Kerala
District: Kollam
Market: Kaliyanchanda
Arrival Date: 04/03/2019
Minimum Price: ₹4000
Maximum Price: ₹4500
Modal Price: ₹4200
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Bitter gourd in Kaliyanchanda market of Kollam, Kerala?
answer: Commodity: Bitter gourd
Variety: Bitter Gourd
State: Kerala
District: Kollam
Market: Kaliyanchanda
Arrival Date: 04/03/2019
Minimum Price: ₹9600
Maximum Price: ₹10100
Modal Price: ₹9800
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Cucumbar(Kheera) in Kaliyanchanda market of Kollam, Kerala?
answer: Commodity: Cucumbar(Kheera)
Variety: Cucumbar
State: Kerala
District: Kollam
Market: Kaliyanchanda
Arrival Date: 04/03/2019
Minimum Price: ₹3600
Maximum Price: ₹3900
Modal Price: ₹3800
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Elephant Yam (Suran) in Kaliyanchanda market of Kollam, Kerala?
answer: Commodity: Elephant Yam (Suran)
Variety: Elephant Yam (Suran)
State: Kerala
District: Kollam
Market: Kaliyanchanda
Arrival Date: 04/03/2019
Minimum Price: ₹3100
Maximum Price: ₹3300
Modal Price: ₹3200
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Ginger(Green) in Kaliyanchanda market of Kollam, Kerala?
answer: Commodity: Ginger(Green)
Variety: Green Ginger
State: Kerala
District: Kollam
Market: Kaliyanchanda
Arrival Date: 04/03/2019
Minimum Price: ₹8500
Maximum Price: ₹9000
Modal Price: ₹8800
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Snakeguard in Kaliyanchanda market of Kollam, Kerala?
answer: Commodity: Snakeguard
Variety: Other
State: Kerala
District: Kollam
Market: Kaliyanchanda
Arrival Date: 04/03/2019
Minimum Price: ₹1700
Maximum Price: ₹1900
Modal Price: ₹1800
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Tapioca in Kaliyanchanda market of Kollam, Kerala?
answer: Commodity: Tapioca
Variety: Other
State: Kerala
District: Kollam
Market: Kaliyanchanda
Arrival Date: 04/03/2019
Minimum Price: ₹2400
Maximum Price: ₹2500
Modal Price: ₹2450
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Turmeric (raw) in Kaliyanchanda market of Kollam, Kerala?
answer: Commodity: Turmeric (raw)
Variety: Other
State: Kerala
District: Kollam
Market: Kaliyanchanda
Arrival Date: 04/03/2019
Minimum Price: ₹2000
Maximum Price: ₹2200
Modal Price: ₹2100
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Ashgourd in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Ashgourd
Variety: Other
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹1300
Maximum Price: ₹1400
Modal Price: ₹1400
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Banana in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Banana
Variety: Banana - Ripe
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹3800
Maximum Price: ₹3800
Modal Price: ₹3800
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Banana - Green in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Banana - Green
Variety: Banana - Green
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹2000
Maximum Price: ₹2100
Modal Price: ₹2100
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Beetroot in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Beetroot
Variety: Other
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹2100
Maximum Price: ₹2200
Modal Price: ₹2200
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Bhindi(Ladies Finger) in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Bhindi(Ladies Finger)
Variety: Other
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹2600
Maximum Price: ₹2800
Modal Price: ₹2700
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Bitter gourd in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Bitter gourd
Variety: Other
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹3300
Maximum Price: ₹3500
Modal Price: ₹3400
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Brinjal in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Brinjal
Variety: Other
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹2200
Maximum Price: ₹2400
Modal Price: ₹2300
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Cabbage in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Cabbage
Variety: Other
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹2000
Maximum Price: ₹2200
Modal Price: ₹2100
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Carrot in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Carrot
Variety: Carrot
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹2500
Maximum Price: ₹2800
Modal Price: ₹2600
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Cluster beans in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Cluster beans
Variety: Other
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹3300
Maximum Price: ₹3500
Modal Price: ₹3400
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Coconut in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Coconut
Variety: Medium
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹3500
Maximum Price: ₹3700
Modal Price: ₹3600
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Colacasia in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Colacasia
Variety: Other
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹5500
Maximum Price: ₹5700
Modal Price: ₹5700
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Cucumbar(Kheera) in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Cucumbar(Kheera)
Variety: Cucumbar
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹1800
Maximum Price: ₹2000
Modal Price: ₹2000
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Drumstick in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Drumstick
Variety: Drumstick
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹5500
Maximum Price: ₹5800
Modal Price: ₹5800
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Elephant Yam (Suran) in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Elephant Yam (Suran)
Variety: Other
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹2200
Maximum Price: ₹2400
Modal Price: ₹2300
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Ginger(Green) in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Ginger(Green)
Variety: Green Ginger
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹8500
Maximum Price: ₹8600
Modal Price: ₹8600
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Green Chilli in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Green Chilli
Variety: Green Chilly
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹3600
Maximum Price: ₹3800
Modal Price: ₹3800
source_file: market_chatbot_data.csv
"
Give agriculture information,"question: What is the price of Little gourd (Kundru) in Ettumanoor market of Kottayam, Kerala?
answer: Commodity: Little gourd (Kundru)
Variety: Other
State: Kerala
District: Kottayam
Market: Ettumanoor
Arrival Date: 04/03/2019
Minimum Price: ₹3300
Maximum Price: ₹3500
Modal Price: ₹3400
source_file: market_chatbot_data.csv
"
